Number of orders,25,50,75,100,125,150
Zig Zag,0.392,1.996,7.5666666666666655,26.708,49.8472,83.05533333333332
Traditional,0.944,5.7620000000000005,15.165333333333333,34.169,52.724000000000004,79.94133333333335
